MESSAGE,LABEL
"Здравствуйте,моего пета не покупают больше месяца!как мне быть?:(",9
Гогда почините покупку???.,9
Здравствуйте а сегодня 0ошибка вы её исправить?,12
Здравствуйте,1
Мне бот не оддает пета,4
Здравствуйте когда я хочу купить пета у меня выдаёт не известная ошибка,12
.,9
почему мне пишет при покупке неизвестная ошибка?,12
Когда можно будет купить петов? (,12
здравствуйте. никак не могу отменить пополнение инвентаря. как мне это сделать?!,4
"Здравствуйте,а когда заработает покупка петов?",12
Пополнила счёт а петов  купить не могу,12
почему упали цены?,9
"Здравствуйте! боты все еще не работают? и еще, почему я не могу продать петов?",12
Почему я не могу вывести своих поэтов,4
Можно спрасить почему я вчера хотел вывести фрн черепаху но бот искал 9 часов и даже не нашолся и сейчас также как забрать своего нфр череееепаааахууу,4
Здравствуйте,1
"Здравствуйте, а скоро ли решится баг с покупкой петов?",12
КОГДА МНЕ ПРИДУТ ДЕНЬГИ? Я УЖЕ ЖДУ 4 ДНЯ,7
Ну,1
Когда я смогу купить петов,12
Почему мне не купить петов???,12
Здравствуйте можно ли уже покупать питомца,12
Почему не могу вывести предметы?,4
приблизительно когда боты будут работать?,4
Сколько уже идут тех. роботы?,9
Здравствуйте. А сегодня уже можно выводить петов?,9
"Здравствуйте, почему я даю боту нового пета, а он не соглашаеться ?",4
Здравствуйте. А пополнение баланса сейчас работает?,6
Здравствуйте,1
"Здраствуйте, я уже четвёртый день не могу найти бота",4
почему у меня есть деньги на счету а  купить нельзя?,12
Здравствуйте  я не могу купить петов,12
"Здравствуйте, что делать если подбор бота идёт больше часа?",4
"Здравствуйте! При покупке пета, пишет ""Неизвестная ошибка"", как можно это решить?",12
Почему я не могу купить яйца?,12
Здравствуйте,1
fdhrgsds,9
Здравствуйте,1
Здравствуйте когда закончатся тех работы примернр5,4
я не могу купить петов,12
Здравствуйте,1
Здраствуйте что творица с сайтом у меня пустая корзина а уже нада за чтото оплатить 50 рублей всмисле?,9
Здравствуцте я покупаю петов у меня неизвестгая ошибка высвечиваится,12
у меня выходит неизвесная ошибка!,12
Здравствуйте 1 из ваших операторов вчера сказал что подождать несколько часов и боты заработают но уже ночью того же дня у меня включились боты а точнее бесконечный таймер и вот только щас он отключился а боты до сих пор не работают,4
Боты вообще не работают,4
"Здравствуйте! Когда я хочу купить питомцев мне выдает табличка ""неизвестная ошибка""",12
Здравствуйте почему бот не доступен?,4
"Здраствуйте, мой вывод денег завис? Они не приходят",7
"Здравствуйте , у меня пишет не известная ошибка что такое???",12
Здравствуйте я гдетто 3 недели назад выводила 72 рубля их до сех пор нет ещё 2 недели назад выводила 238 и 240 рублей их тоже нет,7
Здравствуйте в какие сроки приходит выплата? просто прошло 2 дня,7
Сайт работает?,9
Здраствуйте когда заработают трейды?,4
12 дней назад,9
https://vk.com/nelyna,9
"Здравствуйте, а долго ещё будет идти  ошибка?",12
Здраствуйте я положил пета в корзину нажимаю купить у меня пишет неизвесная ошибка у меня 122 рубля он стоит 50 рублей в чем проблема?,12
Здравствуйте! Как скоро петов можно будет продавать,12
Почему загрузка вывода идёт так долго?,7
А тех. работы снова будут на протяжении нескольких дней? Или же только сегодня?,4
А какие у вас сети,9
Отменить встречу,4
Не могу купить пета,12
"Добрый вечер, вы сегодня ботов запустите полностью или нет? ^^",4
Что с ботами?,9
Здравствуйте почему не удается сделать встречу с ботом?,4
Неизвесная ошибка,9
"Здравствуйте, когда уже починят сайт?",3
Бот с мфр черепахой еп не отдает мне надоело ждать поменяйте бота на вывод мфр черепахи,4
Здравствуйте,1
Здравствуйте могу ли спросить почему я не могу купить петомцев?,12
Привет можно узнать? а сейчас боты работают на сайта?,9
...,9
Часто Задаваемые Вопросы,11
Здравствуйте,1
"почему вы говорите что много программистов работают, но вы работаете уже 3 недели!",3
При покупке пишет что неизвестная ошибка,12
отдайте его,9
Здравствуйте могли бы вы исправить ошибку по скорей очень прошу,12
У меня при покупке выдаёт неизвестную ошибку и иногда считает неправильно иногда бывает что с само подсчётом выходит рублей 85-98 а выдаёт 128 или даже больше,12
Хочу продать петов,12
Здраствуйте почему я немогу петов вывести,4
"Здравствуйте,когда вы почините сайт?или вы уже починили?просто я только что вывел петов.",4
Убирайте мне хуйнюшу эту с экрана,9
Почему не назначают бота и я не могу отменить?,4
Мне не вывели деньги за 1 неделю,7
"Здравствуйте,почему я не могу купить питомцев?и что с их стоимостью происходит?я хочу Пета купить просто",12
"Здравствуйте, а почему я не могу купить пета или яйцо",12
я не могу купить петов,12
"Пополнил баланс, на нем 119 рублей, добавил в корзину на 113 рублей и не могу купить петов, пишет неизвестная ошибка",12
когда будет исправна покупка петов,12
"Здравствуйте,почему в последнее время в стар петс слишком много неполадок с ботами и покупкой питомцев?",3
Добрый вечер почему когда я хочу купить петов я нажимаю купить а у меня пишет неизвестная ошибка а хотя средст хватает,12
Здраствуйте,1
Здравствуйте,1
Ну,1
что делать если я перевёл деньги на сайт старпетс а деньги не начислились,6
"Здравствуйте, почему я не могу пополнять петов без перерывов",4
"Здравствуйте, почему сайт работает у многих, но я не могу ничего сделать? Купить и вывести не могу, у меня не получается, какую-то неизвестную ошибку выдают когда я пытаюсь купить что-нибудь, а когда пытаюсь вывести пишут что боты на технических работах",12
Когда починят ботов?,4
Н,9
здраствуйте,1
Неизвесная ошывка,12
Почему старпетс не работает,3
Здраствуйте я уже жду несколько дней и мне еще не виплатити деньги,7
немогу купить пета а деньги на счету есть,12
Здравствуйте. Подскажите как долго ещё ждать назначения бота?,4
Я не могу купить петов,12
Здравствуйте,1
"Я хотел вывести петов, но пишет *Не получилось создать встречу с ботом... Мы уже пытаемся это исправить!*",4
Вернуться к боту,11
О,9
опять спрашивою но мы уже хотим купить но сбер банк не роботает не подскажите когда зароботает,6
"Здравствуйте, а что с сайтом?",3
почему нельзя купить петов/яички,12
Не могу вывести петов на сайт!!!!!,4
"Здравствуйте. Я хочу купить Frost Fury, но когда в корзине нажимаю на кнопку ""купить"" выскакивает неизвестная ошибка",12
Забыл спросить! А через сколько времени (примерно) тех. работы закончатся?,4
Чего я не могу вывести пэтов,4
"Добрый день, почему выдает ошибку при покупке петов?",12
Почему нельзя купить питомца ?,12
"Здраствуйте, при попке петов у меня выдает ошибку",12
Когда заработает сайт?,3
"Здравствуте, а в течение сегоднешнего дня починят сайт?",3
Что означает когда я хочу купить петлица неизвестная ошибка,12
Чого я не можу купить петов ?????,12
Когда я хочу вы весте пэтов выскакивает  произошла ошибка,12
Пожалуйста выключите поиск бота на моем аккаунте,4
"Здравствуйте, почему у меня пишет ""Неизвестная ошибка"" когда я хочу купить пета ?",12
"Здравствуйте., я задонатила 300 руб на ваш сайт и решилала купить петов, а когда хочу оплатить то что в корзине мне выдает неизвестную ошибку. Подскажите что делать.",12
"Здравствуйте, я не могу купить пета. У меня показывает ""Неизвестная ошибка""",12
Ответьте,1
Я нажимаю купить и пишет неизвестная ошибка,12
неизвестная ошибка,12
Вы хоть половину починили и что точно с сайтом и с ботам? И поч у вас в вк нет не каких конкурсов а только без полезные посты?,9
Здравствуйте,1
почему мой бот так долго та тех работах,4
У меня поиск бота длился 90+ минут и никого не нашли,4
КОГДА ТЕХ РАБОТЫ ЗАКОНЧЯТСЯ? Я УЖЕ УСТАЛ ЖДАТЬ,4
"У меня проблема: я хочу купить питомца/яйцо, денег хватает, но выдаёт ошибку!",12
Здравствуйте уже можно ли покупать петов,3
L,9
мне не присылают деньги 5 дней,7
"Здравствуйте,почему ввывод написано что тех работы но ищется бот он ищется вечно и кнопки отмена нет помогите пожалуйста",4
почему у вас травник это обдристаная круглая тетрадь?,9
Что случилось. Почему я немогу покупать,12
Долго ещё?,9
здравствуйте.С чем связаны такие частые тех. работы на сайте?,9
когда боты будут активны?,4
"Пожалуйста,почините сайт",3
"Здравствуйте, я вам писала около двух недель назад если не больше вы когда деньги вернёте? Я жду с октября",7
Здрасте что с ботами выдачи?,4
"Здравствуйте, почему пишет “не удалось провести встречу с ботом»?",4
Когда я смогу вывести своих петов,4
"Здравствуйте! Вылезает табличка ""не получилось создать встречу с ботом"" на протяжении 5 часов, перед этим он не хотел отдавать купленных кошек ""бот с вашими вещами на тех.работах""",4
Почему опять ведутся тех. роботы,4
Почему я не могу купить петов?,12
"Здравствуйте, я хотел купить пета, но мне пишет ошибка, в чём проблема?",12
Здравствуйте можете исправить неизвестная ошибка,12
Когда пройдут тех работы?,4
Здравствуйте тех работы уже месяц когда они закончатся?:/,4
А вывод юмани уже роботает?,7
"Здравствуй, почему нельзя купить петов",12
Почему я не магу вывести пэтов,4
I take the animals I bought,9
"Здравствуйте , почему я не могу купить никакого пэта?",12
Когда будете работать,3
Здравствуйте у меня,1
"Здравствуйте, при покупке появляется надпись ""неизвестная ошибка""",12
Здравствуйте известно когда можно будет выводить петов,4
Здравствуйте,1
Я хотел спросить я сегодня получу питомца или нет ?,4
"Здравствуйте , помогите пожалуйста решить один вопрос",1
"Здравствуйте) почему ещё позавчера я могла вывести петов, а на данный момент не могу? Боты снова сломались?",4
"Здравствуйте, когда можно будет продать новых питомцев?",9
здраствуйте,1
Связаться с поддержкой,11
Удалите этот магазин если починить не можете,9
"Здравствуйте, когда можно будет пополнить инвентарь?",4
У меня показывает неизвестная ошибка когда я хочу купить пета,12
Добрый день! Вчера оставлял заявку о пропавшей покупке.,9
Когда можно будет забрать петов?просто пишет то что не удалось создать встречу с ботом,4
ЗДРАСТВУЙТЕ я пытаюсь вывести фроста уже 3 день но бот мне эго почемуто не отдает  но боты почемуто  неож,4
Здравствуйте подскажите пожалуйста почему я не могу купить питомца,12
Здравствуйте я хочу курить пета а пишет неизвестная ошибка,12
"Здравствуйте , я хочу вернуть своего питомца  ето был МФР  неон ST BERNARD я очень долго качала его чтобы продать на етом сайте я его поставила за 500 потом решила поставить за 200 но потом я увидела что там 2 сразу же я поставила обратную сумму но неписано что товар был куплен",9
здравствуйте,1
Здравствуйте а вот я щас хочу вывести пета но мне пишит включаем ботов,4
Здравствуйте!,1
почему опять не работают боты?,4
здравствуйте у меня не работает встреча с ботом оворит что на тех работах что делать?,4
Почему я не могу купить пета?,12
Почему невозможно купить питомцев?неизвнстая ошибка,12
Здравствуйте я не могу купить петов,12
"Здравствуйте, я хочу купить петов а мне пишет неизвестная ошибка. А в это время другие люди покупают этих петов",12
"Здравствуйте, а почему сбер оплата не работает?",6
Здравствуйте,1
Как у брать табличку,4
Здравствуйте я не могу купить петомцов у меня выходит надпись неизвесноя ошибка,12
"Пишу ещё с декабря, почему мне не отдали петов",9
"Здравствуйте, я хотела купить питомцев но у меня пишет ""неизвестная ошибка""",12
Почему мне так долго назначают ботов а отменить нельзя?,4
"здравствуйте,почему при покупке питомца пишет неизвестная ошибка",12
"Здравствуйте, когда заработает сайт?",3
"Здравствуйте :) Почему при покупке пета у меня выскакивает ""неизвестная ошибка""?",12
Здрастуйте. А когда откроются боты?,4
"здравствуйте, я хочу выставить пета на продажу, ввожу ник, а там пишет ""Не получилось создать встречу с ботом... Мы уже пытаемся это исправить!"" сколько времени надо подождать? когда это исправят?",4
"Здравствуйте, почему нельзя купить петов?",12
а тех.работы скоро закончатся,4
"Здравствуйте,когда я хочу купить питомца,пишет ""Неизвестная ошибка""",12
Здравствуйте,1
"Здравствуйте, мне не пришли деньги в StarPets",6
"Здравствуйте , хотела бы спросить, почему в последние время очень часто происходят тех.работы?",9
Не могу вывести предметы!Когда пофиксят?,4
ок,1
Почему я не могу купить пэта но могу его вывести,12
Здравствуйте спустя 3 недели вы не починили ботов,4
"Купили пет, а в роблаксе его нет. Что делать?",9
Здраствуйте я купил петов и он выводится что делать,4
Добрий день в мене проблема така я хочу вивисти пета воно пише бот в пошуку я жду но він не знаходиться,4
"здраствуйте, я создал платеж на вывод вчера, и его еще не одобрили",7
Здравствуйте,1
"Я пытаюсь вывести нфр Фрост фури, но чего то не получается",4
когда я могу вывисти питомца,4
всё таки сайт сломался,3
"Здравствуйте, скажите пожалуйста почему петы не выводятся?",4
Здравствуйте а тех работа закончилась,4
"Здраствуйте, у меня баг я купил фроста фурри зв 53 рубля, а его нет в инвентаре, могу вам скинуть скрини, и покупку",9
Почему нельзя пополнить инвентарь?,4
Здравствуйте сегодня целый день не могу вывести петов,4
Мне невыдают петов,4
"Добрый день, за сколько выводятся деньги на киви? с старпетса",7
Здраствуйте я хочу задать вопрос. Почему я не могу вывести петов и скоро это починят?,7
Когда,9
Все боты работуют?,9
"Здравствуйте, у меня проблема такая, не могу вывести пэтов, мне находят бота уже более часа",4
Здравствуйте почему вчера ваша ошибка вроде бы была исправлена ну я не могла сайди на сервер к боту и у меня были баги а сейчас у вас опять ни чего не работает что не так что происходит ?,3
Закончились Технические работы,4
"Здравствуйте,почему у меня это окно не уберается!",4
plhfcndent,1
Здравствуйте я уже не могу ждать я жду у же месяц,9
Почему у меня не прогружается бот,4
Боты в норме?,9
"Здравствуйте, как я понимаю, ботов отключили?",9
Почему я не могу вывести деньги,7
"Здравствуйте, а какое аримерное время починки ботов?",4
Почему я не могу вывести деньги на телефон?,7
Пожалуйста включите трейды хоть на минуту,4
Вернуться назад,11
здравствуйте,1
Здравствуйте,1
Почему боты не работают больше недели?,4
"Я пробовал встретиться с ботом с телефона, его там нет",5
Когда починитесь?,4
"Здравствуйте, создал вывод 07.02 на Юмани уже 09 а деньги до сих пор не пришли",7
Здравствуйте мне включается бот на притяжение 3 минуты и я хочу выключить это но не получается,4
Здравствуйте а скоро ли я смогу вывести своих петов из стар петс,4
У меня багнулась игра,9
"Не даёт трейд бот , что делать?",4
У меня не выводятся петы,4
Здравствуйте,1
Часто Задаваемые Вопросы,11
Здравствуйте,1
Почему бот отдал одну нфр черепаху другой девочке?!,9
"Здравствуйте, Я вчера купила овечку р. Я хочу хочу её вывести, и у меня высвечивается то что бот не может встретиться со мной 🥺 Помоги пожалуйста 🙏",4
добрый вечер .переводы висят дольше 2 недель,7
Чого не можна вивести,4
Здрастуйте. Боты будут роботать сегодня 20:00?,4
"Здравствуйте, а почему у меня не получается вывести петов? Я уже уже много раз пытаюсь, а не получается",4
"Здравствуйте, я уже как 2 дня не могу вывести питомцев!",4
Связаться с поддержкой,11
Сколько продлятся технические работы,4
Здравствуйте я не могу вывести петов,4
Как запустить трансляцию,9
извините.мы случайно.,9
"plhfcndeqnt rjulf pfhj,jnj.n ,jns&",3
Здравствуйте,1
"Здраствуйте, что у вас опять случилось я просто волнуюсь(",9
"Здравствуйте, когда можно будет пополнить инвентарь",4
"Здравствуйте , я недавно купила жирафа , сегодня решила его забрать , захожу на сервер , бот не отдаёт жирафа , что делать?",4
Почему нельзя получить петов?,4
Я немогу положить денги,6
"Здравствуйте,а почему боты работают на пару секунд(или минут) и потом пишет ""боты на тех. роботах""?(",4
КОГДА БОТЫ БУДУТ ИСПРАВНЫ!!!?,4
"Здравствуйте, у меня проблема, я вывожу петов, а мне выдаёт что не может вывести",4
Вы играете в адопт ми?,9
Как скоро починят ботов?,4
"Я не могу вывести петов уже 2 месяца, а за это время меня взломали и украли нфр крокодила и нфр скелерекса.",9
Здравствуйте,1
Чому знов не можна вивест,4
когда наконец будут давать бота вынести петов?,4
"Здравствуйте, бот при встрече не принимал запрос на трейд и трейдиося с другим человеком, я уже заплатила, очень расстроилась",4
ЗДРАСТВУЙТЕ ВЫ ОФИГЕЛИ ТАМ ВСЕ!? Я ПОКУПАЛ ФУЛ ГРАФУН СОБАК ДЛЯ НОВОГО БОКСА А КУПИЛОСЬ НЕВОРОЖДЁНЫФ,9
"Здравствуйте, у многих сайт уже работает, а у некоторых нет. В телеграмме много сообщений про начало работы сайта, но как я уже говорила не у всех. Когда полноценно активируют ботов?",4
Здравствуйте снова,1
Мне не отдают петов 😫,4
извините что я вас отвлекаю но когда ботов починят?,4
здравствуйте из за чего не работают боты для вывода петов,4
можете купить моего питомца,9
Сбавжаа,9
а вы можете покупать петов? просто вопрос,9
Здравствуйте! Хотел спросить почему у меня не выводятся петы? Я посмотрел ваше видеов в ютуб и не нашёл пост с обновлением.,4
ПОЧЕМУ НЕ РОБОТАЕТ ВЫВОД?,4
нету кнопки отказа отключить ботов когда он их ищет,4
Здравствуйте  я вам не помешала?,1
"Здравствуйте, боты хотя бы половина работает?",9
"Здравствуйте, что опять с ботами? Когда уже боты будут работать круглосуточно, а не так что 5 мин работает и 3 часа делается",4
Почему вы не работаете,9
Когда боты будут исправны?,4
"я не могу забрать питомцев около двух недель!!!!!!у меня уж был вопрос по этому поводу,сказали что технические работы,но они длятся очень долго!!!!что делать???",4
Покупка петов/яиц,11
"Здравствуйте, когда я смогу уже петов вивести? Мне очень надо.",4
"здравствуйте, почему у вас опять боты не работают?",4
"уже больше месяца не дают бота вывести петов, когда будет работать сайт?",4
Здравствуйте хотела вывести последних петов уже больше часа грузится а кнопки и отменить нет что делать??,4
Почему у меня не получается пополнить инвентарь?,4
У вас работуют новце боты?,9
Достаточно долго назначаеца встреча з ботом для вивода,4
"Здравствуйте,когда боты заработают?",4
Извините я не могу вывести пета почему???,4
Достаточно долго назначаеца встреча з ботом для вывода предмета,4
"Здравствуйте, почему я не могу вывести пэта? У меня пишет, не можем организовать встречу с ботом",4
Я жду примерно 4 недели и у меня не 5аходится бот,4
У меня на протижении 7 минут создаеца встреча з ботом в прошлых виводах все делалось за 1 минуту,4
Здравсвуйте! Скажите на каком проверенном сайте можно купить пэтов?,9
Здраствуйте опять же что-то пошло не так в ввыводе петов,4
Здраствуйте мне сказали что через 10дней мне ответят смогу ли я вывеси деньги которые я потратил я купил артик оленя деньги снялимь а его нет,9
можыте помочь мне боты не выдают фроста почему,4
"здравствуте, можно спросить, я сегодня купила петомцев и смогла вывести только 2 из 4",4
"Я долго немогу вывести товар пишет ""Не получается создать встречу з ботом... Мы уже ето исправляем"" Ето уже на протежении 10минут",4
Извините почему у меня около месяца пишет что не удалось зделать встречу с ботом,4
Почему сайт  опять не работает,3
извините. петы не выводятся  что нам делать?,4
Здравствуйте!,1
Здравствуйте я не могу вывести пета бот мне его не отдаёт я пробовала уже раза 9 и нечего.,4
здраствуйте почему трейды опять не работают?,4
https://file.starpets.gg/static/images/10cda922ad8f57886b14b18b9517a0f1c.jpg,4
почему я не могу вывести петоа?,4
"Здравствуйте, вчера я выводила 200 с лишним рублей на вашем сайте, они до сих пор не пришли, хотя чаще всего они приходят в течение 3-х часов",7
ЗДРАВСТВУЙТЕ,1
"почему тех. работы идут так долго, я не могу выдать себе на аккаунт 4 пета",4
Здраствуйте когда откроют трейды с ботоми уде более 9 дней они не роботоют!,4
Я снова не могу вывести петов!!!! Что мне делать?,4
здравствуйте.Не могу вывести питомца уже как два дня,3
здравствуйте,1
Я немогу по полнить инвентарь,4
У меня не работает встреча с ботом,4
"Здравствуйте, сколько мне ещё ждать вывода? С 25 января, очень много я считаю",7
поче му долго за гру жа ется бот,4
помогите я купил фроста и не могу вывести,4
"Здравствуйте, мне писали что сайт скоро сайт войдёт в рабочий режим",3
"Добрый вечер , почему ваш сайт мне не дает бота",4
"извините,только что посмотрел в свой инвентарь,и увидел питомцев,я просто думал что мне прямо через трейд его отдадут,извините меня пожалуйста что побеспокоил вас😂",9
здраствуйте,1
Здравствуйте,1
Здравствуйте когда можно будет связаться с ботами,4
Бот не выдаёт питомца,4
Здравствуйте бот не выдаёт питомца что делать,4
Здравствуйте помните вы сказали то что техн работы,3
когда боты будут полностью работать?,4
Здравствуйте а что делать если я не могу вывиcти пэтов?,4
День добрый,1
Можыте помочь купил фроста а бот мне его не отдает,4
как отменить вывод,7
"Здравствуйте,у меня пропала кнопка отменить встречу с ботом",4
в,9
Здрастуйте. Когда откроются боты?,4
"Здравствуйте, хотела бы спросить почему не работает",3
Бот не отдаёт питомца,4
Здравствуйте я недавно хотел пополнить баланс но мне выбивало ошибку а сейчас я захожу в историю пополнения и мне пишет что пополнила баланс но сейчас у меня на балансе нету денег,6
ЗДРАВСТВУЙТЕ У ВАС ДО СИХ ПОР ТЕХН.РАБОТА,3
Здравствуйте боты уже скоро станут в строй?,4
добрый день я хотела спросить скоро ли включат ботов?,4
боты работают?,4
Здравствуйте Я хочу пополнить счёт,6
"Здравствуйте, я жду уже 4 неделю.  Когда вы откроете сайт!?",3
"Здравствуйте, никак не могу добавить пета в инвентарь. Создаю сессию с ботом, захожу на сервер, а его нигде нет (",5
здраствуйте почему не возможно выставить новых петов,3
Скажите почему я не могу вывести пэтов?,4
"здравствуйте!Вывела деньги со стар петс, около 600 рублей,прошло 10 дней,до сих пор не пришли",7
Здравствуйте! Как скоро заработает сайт?,3
Здравствуйте а сколько у меня будет рублей если я кину 171 гривен,9
Здравствуйте! Говорят сайт заработал! Но я не могу вывести питомцев. Почему?,4
Скоро закончится тех работы,3
"здравствуйте!Вывела деньги со стар петс, около 600 рублей,прошло 10 дней,до сих пор не пришли",7
Боты не работают(,4
Почему вывод идет так долго?,7
"здраствуйте,когда вы почините стар петс",3
"почему я не могу вывести,и почему ничего не продается",4
"Здравствуйте, у меня к вам два вопроса,1. Почему нельзя в трейде ставить тигров?",3
почему я не могу пополнить инвентарь,4
oh no,9
почему боты вообще не работают,4
"Здравствуйте, боты опять не работают",4
Здраствуйте,1
Прив,1
"Добрый день, в сообществе был сделан пост о том, что баг побежден,соответственно петов , деньги и т.д всё вернули, но петов мне моих так и не вернули, не подскажете пожалуйста, что делать?",3
Здравствуйте,1
"Здравствуйте, как работает вывод средств ?",7
Так! Отдавайте мне моих петов!!! У сес,4
Здравствуйте стар петс работает ?просто он ищет (,3
здравствнйте почему я не могу зайти н аккаунт?,3
Здравствуйте а почему у меня не может найти бота для вывода предметов,4
"Здравтсвуйте! Купил питомца, нажимаю на кнопку ""Вывести"", но в итоге ждал 2 часа, но питомца так и не выдали",4
Здраствуйте я хочу оценить эту программу,9
Почему вы не можете вернуть ботов уже 2месяца жду,4
Добрый день. Почему не можем вывести покупку в игру。,4
"Добрый день, могу ли я узнать в течение какого времени я смогу вывести своих питомцев?",4
"Здравствуйте! Я очень жду, когды починят сайт. Не знаете примерное время починки сайта?",3
скажите пожалуйста не точное время когда вы почините ботов,4
здравствуйте,1
Заебали как вывести петов  бесите муки уже сколько можно терпеть уже 1 месяц молчите и нечего не говорите бляди,9
Когда вывод петов сделают?,4
"Ох сколько я вас уже беспокоила, бедные уже там говорите что то ... У вас технические работы для вывода петов?",4
здраствуйте у меня проблема у меня не выдаётся бот,4
Вернуться к боту,9
Когда будут доступны боты?,4
Мм,9
Чого не можна вивести,3
ботов уже включили?,4
здравствуйте я хочк спросить а как мне выдадуь петов,4
"Здраствуйте,когда мне виведут деньги на юмоней жду уже 3 дня",7
"Здравствуйте. Я бы хотела у вас спросить, почему так долго подбирается бот для вывода? Я жду 97 минут и ничего не происходит.",4
здравствуйте мы оплатили питомцев но бот нам их не даёт причём с карты списали 300 рублей,4
здравствуйте а можно узнать причину частого отключения пополнения,6
Когда починят сайт?,3
Скажите почему я не могу вывести пэтов?,4
"здравствуте, у меня очень долго ищется бот для вывода, что делать",4
Здравствуйте что опять случилось боты не работают,4
здравствуйте,1
"Здравствуйте, извините пожалуйста, что поздно пишу ,но мне сказали , что я купила петов так скажем читерски но у меня 4 пета были куплены не читерски....",4
Здравствуйте  КОГДА УЖЕ ПРИКП,1
https://file.starpets.gg/static/images/888ef2d71075fd753b3ce1010c666d692fd.jpg,4
"Здравствуйте,я не могу выйти на встречу с ботом,уже очень долго,это тех.работы?",4
"Уже долго ждём питомцев, я в скором времени должна отдавать аккаунт покупателю с питомцами, через сколько я могу забрать их?",4
"Здравствуйте,не получается купить пета",9
"Здравствуйте, а почему у меня получилось пополнить инвентарь, а вывести петов не могу?",4
Здравствуйте,1
у меня пишет что ненайден бот уже 2 недели вы вопще охуели,4
"Здравствуйте,почему время идет а бота не выдают?(в выводе)",4
"Здравствуйте, что делать если нельзя купить пета? Высвечивается что ботов пока что нет",4
Здраствуйте у меня вопрос как поступать если вывод питомцев занимает больше 20 минут?,4
Здравствуйте у меня такая проблема возникла,1
почему цены на петов упали очень?,9
Здравствуйте мне говорили примерно 4-5 дней назад что моя выплата которую я создал 26.01.2022 12:36 придет уже скоро через 2-3 дня а уже прошло достаточно много времени и выплата не пришла что мне делать.,7
Какое время ожидания бота ?,4
пр,1
здравствуйте,1
Здравствуйте когда сайт починете?,3
Cto oputi c botom,4
Здравствуйте а у вас сегодня не получится включить ботов?,4
почему нельзя вывести петов,4
здраствуй а у всех щас ошибка (Не получилось создать встречу с ботом... Мы уже пытаемся это исправить!),4
Здрастуйте. А когда будут открыты боты?,4
Здравствуйте,1
А мешает что я перевела на свою карту сберкидс?,7
ПОЧЕМУ БОТ НЕ ВЫДАЁТ СЕРВЕР,4
Здравствуйте,1
Здравствуйте! Как вернуть своих петов?,4
